Site,Date,Tmin,Tmax,Taverage,Rh_min,Rh_max,Rh_average,Wind,Precipitations,Rg,Ri_PAR_f
PR,2017-08-31,22.9,30.0,25.9,80.0,95.0,90.2,0.4,0.43,17.0,8.16
PR,2017-09-01,22.9,28.5,24.9,86.0,95.0,92.8,0.1,12.7,9.5,4.56
PR,2017-09-02,21.4,28.6,24.9,83.0,95.0,91.7,0.3,6.6,13.0,6.24
PR,2017-09-03,21.4,29.4,24.3,77.0,95.0,91.8,0.2,2.77,12.6,6.048
PR,2017-09-04,22.9,28.1,25.1,89.0,95.0,92.6,0.1,0.0,10.5,5.04
PR,2017-09-05,22.4,30.3,25.6,79.0,95.0,89.5,0.2,0.0,14.7,7.055999999999999
PR,2017-09-06,21.3,29.4,25.1,84.0,95.0,91.5,0.1,3.43,12.1,5.808
PR,2017-09-07,23.0,26.3,24.1,92.0,94.0,93.8,0.1,29.07,4.8,2.304
PR,2017-09-08,22.8,27.8,24.5,86.0,94.0,91.6,0.20691121139835403,1.0,10.1,4.848
PR,2017-09-09,22.4,31.6,25.7,75.0,95.0,89.5,0.1,0.0,17.4,8.351999999999999
PR,2017-09-10,22.8,30.3,25.7,83.0,94.0,91.3,0.4,5.67,15.8,7.584
PR,2017-09-11,22.0,27.9,24.6,85.0,94.0,92.3,0.1,0.63,11.7,5.616
PR,2017-09-12,23.3,30.2,25.6,79.0,94.0,90.2,0.3,0.0,16.8,8.064
PR,2017-09-13,21.0,27.6,24.2,86.0,94.0,92.1,0.2,0.0,10.8,5.184
PR,2017-09-14,20.8,30.8,25.0,77.0,94.0,89.7,0.2,0.0,18.2,8.735999999999999
PR,2017-09-15,21.6,30.2,25.4,80.0,94.0,89.3,0.4,3.37,16.2,7.776
PR,2017-09-16,22.9,29.6,25.3,82.0,93.0,90.5,0.3,0.43,12.5,6.0
PR,2017-09-17,22.3,30.3,25.6,80.0,94.0,89.3,0.20691121139835403,0.0,13.7,6.576
PR,2017-09-18,21.6,30.9,25.4,79.0,94.0,90.1,0.1,0.37,13.2,6.335999999999999
PR,2017-09-19,23.6,30.3,26.1,84.0,93.0,90.1,0.2,0.0,13.2,6.335999999999999
PR,2017-09-20,23.1,28.9,25.6,87.0,93.0,91.8,0.1,0.47,11.6,5.568
PR,2017-09-21,23.1,28.7,25.3,88.0,93.0,91.8,0.3,4.07,11.6,5.568
PR,2017-09-22,23.4,28.7,25.5,84.0,93.0,90.9,0.3,2.47,11.7,5.616
PR,2017-09-23,23.1,30.6,25.9,80.0,93.0,89.0,0.1,0.0,16.9,8.111999999999998
PR,2017-09-24,23.8,30.7,26.4,77.0,95.0,88.5,0.20691121139835403,0.0,15.6,7.4879999999999995
PR,2017-09-25,23.6,32.8,26.5,72.0,95.0,88.5,0.1,2.13,14.4,6.912
PR,2017-09-26,22.7,28.3,24.7,88.0,93.0,91.9,0.1,5.03,8.4,4.032
PR,2017-09-27,21.9,31.9,25.7,76.0,93.0,88.8,0.1,11.02,16.5,7.92
PR,2017-09-28,21.6,29.3,25.0,80.0,93.0,89.8,0.1,6.77,16.2,7.776
PR,2017-09-29,22.4,29.8,25.7,82.0,93.0,89.5,0.1,28.57,10.8,5.184
PR,2017-09-30,21.8,31.0,25.4,76.0,93.0,88.6,0.0,0.37,15.4,7.3919999999999995
PR,2017-10-01,22.1,33.3,26.2,71.0,93.0,88.04,0.17,0.0,17.202,8.256960000000001
PR,2017-10-02,21.7,30.0,24.32,80.0,93.0,90.25,0.06,11.33,11.473,5.50704
PR,2017-10-03,21.3,31.9,25.94,75.0,93.0,88.38,0.17,38.13,15.622,7.4985599999999994
PR,2017-10-04,21.8,29.9,24.88,83.0,93.0,90.79,0.2,9.07,13.729,6.589919999999999
PR,2017-10-05,22.6,28.8,25.18,86.0,93.0,90.88,0.07,6.77,11.423,5.48304
PR,2017-10-06,21.7,32.6,26.17,76.0,93.0,88.29,0.17,19.73,19.883,9.54384
PR,2017-10-07,21.9,26.3,23.78,89.0,93.0,91.71,0.20691121139835403,23.43,7.075,3.396
PR,2017-10-08,21.7,32.3,26.08,73.0,93.0,86.96,0.02,0.0,16.835,8.0808
PR,2017-10-09,23.4,32.6,28.35,75.0,92.0,84.93,0.06,0.0,15.046,7.222079999999999
PR,2017-10-10,22.1,31.4,24.82,79.0,92.0,90.38,0.20691121139835403,10.53,10.069,4.83312
PR,2017-10-11,21.1,31.9,24.99,73.0,93.0,89.58,0.20691121139835403,0.0,12.311,5.90928
PR,2017-10-12,21.5,27.8,24.31,83.0,92.0,90.33,0.09,20.33,9.288,4.45824
PR,2017-10-13,22.2,33.1,25.69,69.0,92.0,86.83,0.02,5.13,18.123,8.69904
PR,2017-10-14,23.0,33.2,27.09,67.0,92.0,85.04,0.20691121139835403,0.0,18.868,9.05664
PR,2017-10-15,22.9,34.6,27.25,65.0,92.0,84.96,0.06,0.0,20.203,9.697439999999999
PR,2017-10-16,22.5,31.6,25.82,71.0,92.0,87.29,0.20691121139835403,0.0,14.157,6.79536
PR,2017-10-17,23.3,33.6,26.81,67.0,92.0,85.29,0.07,13.5,20.768,9.96864
PR,2017-10-18,21.4,29.8,24.95,79.0,93.0,89.5,0.06,5.17,12.807,6.14736
PR,2017-10-19,22.2,33.4,25.62,69.0,92.0,87.5,0.06,41.03,16.762,8.04576
PR,2017-10-20,22.3,33.7,26.78,65.0,92.0,85.58,0.04,0.0,16.053,7.70544
PR,2017-10-21,24.3,32.3,27.23,75.0,91.0,87.79,0.04,0.0,14.082,6.75936
PR,2017-10-22,23.3,32.5,26.28,77.0,91.0,88.58,0.07,1.23,12.693,6.092639999999999
PR,2017-10-23,22.4,32.9,26.29,74.0,92.0,87.17,0.06,0.0,16.15,7.751999999999999
PR,2017-10-24,23.2,34.8,26.6,66.0,91.0,86.08,0.20691121139835403,0.0,19.642,9.42816
PR,2017-10-25,22.4,34.9,27.38,60.0,91.0,83.92,0.04,0.0,19.455,9.338399999999998
PR,2017-10-26,24.6,32.5,27.41,76.0,91.0,87.42,0.20691121139835403,0.0,12.117,5.81616
PR,2017-10-27,24.1,32.8,27.1,75.0,91.0,87.71,0.06,0.0,13.829,6.63792
PR,2017-10-28,23.6,32.8,26.57,72.0,91.0,87.63,0.02,0.0,11.372,5.458559999999999
PR,2017-10-29,22.6,32.1,26.51,74.0,91.0,87.21,0.20691121139835403,0.0,15.636,7.505279999999999
PR,2017-10-30,23.1,34.7,27.63,63.0,91.0,84.13,0.06,0.0,17.277,8.29296
PR,2017-10-31,24.3,34.4,27.59,66.0,90.0,85.08,0.02,0.0,16.716,8.02368
PR,2017-11-01,24.2,30.4,26.4,78.0,91.0,87.72,0.006,0.0,10.839,5.20272
PR,2017-11-02,24.0,32.7,27.34,72.0,90.0,85.38,0.02,0.0,15.586,7.48128
PR,2017-11-03,22.6,33.2,26.19,69.0,91.0,86.29,0.014,0.0,14.826,7.11648
PR,2017-11-04,22.4,31.9,25.85,78.0,90.0,87.05,0.06,0.0,14.306,6.866879999999999
PR,2017-11-05,23.2,33.3,25.97,68.0,90.0,85.46,0.009,21.3,18.037,8.65776
PR,2017-11-06,22.8,32.4,26.34,74.0,90.0,86.63,0.005,1.67,16.439,7.89072
PR,2017-11-07,22.8,34.2,27.15,63.0,91.0,83.75,0.0,0.0,16.478,7.90944
PR,2017-11-08,22.6,35.3,27.78,56.0,91.0,81.42,0.005,0.0,18.782,9.01536
PR,2017-11-09,23.7,34.1,27.53,64.0,90.0,83.71,0.005,0.0,16.321,7.83408
PR,2017-11-10,23.1,33.3,27.35,66.0,90.0,84.63,0.014,0.0,18.123,8.69904
PR,2017-11-11,23.0,33.6,26.6,66.0,91.0,85.71,0.015,0.0,14.592,7.00416
PR,2017-11-12,22.3,33.6,26.5,67.0,91.0,85.75,0.02,0.0,17.281,8.29488
PR,2017-11-13,22.3,35.3,27.67,60.0,90.0,82.63,0.005,0.0,17.094,8.20512
PR,2017-11-14,23.6,33.8,27.16,72.0,90.0,85.71,0.009,1.0,12.973,6.227040000000001
PR,2017-11-15,22.7,32.4,26.25,78.0,91.0,87.46,0.014,1.83,15.59,7.4832
PR,2017-11-16,22.9,32.5,27.01,76.0,90.0,86.0,1.04,0.67,16.018,7.68864
PR,2017-11-17,23.8,33.6,27.65,71.0,90.0,85.0,0.034,0.0,15.82,7.5935999999999995
PR,2017-11-18,22.3,33.0,25.72,73.0,90.0,87.13,0.036,0.0,13.308,6.38784
PR,2017-11-19,21.6,28.6,24.62,85.0,91.0,88.08,0.0,13.73,8.011,3.8452799999999994
PR,2017-11-20,21.6,32.2,26.01,71.0,90.0,85.25,0.005,0.0,17.44,8.3712
PR,2017-11-21,22.6,33.4,26.84,71.0,90.0,85.75,0.009,0.0,12.962,6.22176
PR,2017-11-22,22.6,34.1,26.73,65.0,90.0,84.54,0.029,23.9,15.752,7.56096
PR,2017-11-23,22.3,33.0,26.43,70.0,89.0,86.08,0.02,0.0,13.253,6.36144
PR,2017-11-24,23.4,34.5,27.22,63.0,90.0,83.46,0.005,0.0,16.324,7.835520000000001
PR,2017-11-25,22.6,34.6,27.14,62.0,90.0,82.54,0.005,0.0,17.047,8.18256
PR,2017-11-26,21.4,35.1,26.57,53.0,90.0,80.83,0.005,0.0,18.703,8.97744
PR,2017-11-27,20.6,34.4,26.11,52.0,91.0,81.38,0.0,0.0,18.472,8.86656
PR,2017-11-28,20.5,34.1,26.46,57.0,90.0,82.33,0.045,0.0,18.415,8.8392
PR,2017-11-29,21.7,34.5,27.19,57.0,90.0,81.42,0.0,0.0,17.735,8.512799999999999
PR,2017-11-30,22.4,35.3,27.39,55.0,90.0,81.08,0.0,0.0,17.23,8.2704
PR,2017-12-01,22.6,34.4,27.27,60.0,90.0,82.17,0.019,0.0,16.501,7.92048
PR,2017-12-02,22.2,32.9,25.99,70.0,90.0,85.92,0.056,0.0,12.128,5.82144
PR,2017-12-03,22.1,33.4,26.65,63.0,90.0,83.21,0.037,0.0,17.285,8.2968
PR,2017-12-04,21.6,35.4,27.5,58.0,90.0,81.58,0.093,0.0,17.497,8.39856
PR,2017-12-05,22.7,35.3,27.72,57.0,90.0,81.25,0.093,0.0,16.698,8.015039999999999
PR,2017-12-06,22.3,35.2,27.63,59.0,90.0,81.75,0.241,0.0,16.715,8.0232
PR,2017-12-07,22.9,35.2,26.71,58.0,90.0,83.46,0.148,0.0,13.575,6.515999999999999
PR,2017-12-08,20.8,34.3,27.0,60.0,90.0,82.96,0.093,0.0,13.408,6.43584
PR,2017-12-09,24.1,27.9,25.53,87.0,89.0,88.25,0.0,0.0,3.26,1.5647999999999997
PR,2017-12-10,23.3,32.8,27.13,53.0,89.0,81.13,0.037,0.0,12.739,6.11472
PR,2017-12-11,22.8,33.4,27.61,61.0,89.0,81.33,0.037,0.0,13.664,6.558719999999999
PR,2017-12-12,24.6,34.1,28.28,61.0,89.0,81.38,0.056,0.0,13.485,6.472799999999999
PR,2017-12-13,22.9,35.6,27.84,54.0,90.0,80.92,0.019,0.0,14.273,6.851039999999999
PR,2017-12-14,22.3,33.8,27.07,61.0,90.0,82.96,0.241,0.0,13.748,6.59904
PR,2017-12-15,22.3,33.6,26.96,69.0,90.0,83.67,0.222,0.0,13.434,6.44832
PR,2017-12-16,22.5,34.7,27.5,62.0,89.0,82.54,0.167,0.0,15.258,7.32384
PR,2017-12-17,23.8,34.3,27.63,63.0,89.0,83.54,0.37,0.0,13.39,6.4272
PR,2017-12-18,24.2,34.4,27.93,65.0,89.0,82.21,0.315,0.0,16.449,7.89552
PR,2017-12-19,22.6,34.2,26.61,62.0,89.0,82.67,0.167,0.0,14.711,7.06128
PR,2017-12-20,24.1,28.8,26.0,75.09,95.0,85.04,1.4,0.0,17.8,8.544
PR,2017-12-21,23.9,29.7,26.4,64.1,95.0,79.55,1.2,0.0,15.0,7.199999999999999
PR,2017-12-22,24.1,28.4,25.8,73.08,99.0,86.04,1.7,0.0,11.1,5.327999999999999
PR,2017-12-23,23.2,29.7,25.7,64.61,94.62,79.61,1.7,0.0,18.5,8.879999999999999
PR,2017-12-24,23.3,30.5,26.4,62.66,94.85,78.75,0.9,0.0,19.1,9.168000000000001
PR,2017-12-25,21.1,29.2,25.2,48.1,91.03,69.56,1.1,0.0,18.5,8.879999999999999
PR,2017-12-26,20.4,29.2,24.2,51.66,85.65,68.65,1.6,0.0,17.4,8.351999999999999
PR,2017-12-27,19.3,29.6,24.6,50.28,89.56,69.92,1.2,0.0,18.1,8.688
PR,2017-12-28,21.4,29.5,25.2,51.04,89.53,70.28,0.9,0.0,19.3,9.264
PR,2017-12-29,20.2,32.5,25.7,67.0,90.0,83.58,0.0092,0.0,14.3448,6.885503999999999
PR,2017-12-30,21.3,34.1,26.11,47.0,90.0,79.75,0.03,0.0,15.0996,7.247808
PR,2017-12-31,19.5,33.9,25.07,38.0,90.0,76.42,0.0,0.0,17.5406,8.419488000000001
PR,2018-01-01,16.9,33.8,23.9083,28.0,91.0,70.8333,0.0763889,0.0,15.7699,7.569552
